2023-11-28-12-31-18_hotel-import-format-7-xls, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-18. Updated: Record is updated...! - 28-11-2023 12:31pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-19. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:31pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-19. Updated: Record is updated...! - 28-11-2023 12:31pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-19. Updated: Record is updated...! - 28-11-2023 12:31pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-20. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:31pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-20. Updated: Record is updated...! - 28-11-2023 12:31pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-20. Updated: Record is updated...! - 28-11-2023 12:31pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-21. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:31pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-21. Updated: Record is updated...! - 28-11-2023 12:31pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-21. Updated: Record is updated...! - 28-11-2023 12:31pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-22. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:31pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-22. Updated: Record is updated...! - 28-11-2023 12:31pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-23. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:31pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-23. Updated: Record is updated...! - 28-11-2023 12:31pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-24. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:31pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-24. Updated: Record is updated...! - 28-11-2023 12:31pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-25. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:31pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-25. Updated: Record is updated...! - 28-11-2023 12:31pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-26. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:31pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-26. Updated: Record is updated...! - 28-11-2023 12:31pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-27. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:31pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-27. Updated: Record is updated...! - 28-11-2023 12:31pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-28. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:31pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-28. Updated: Record is updated...! - 28-11-2023 12:31pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Total Records List. - 28 - Success Entry(0 ), Failed Entry(0), Duplicate Entry(35)_28-11-2023 12:31pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
