2023-11-28-12-13-56_hotel-import-format-7-xls, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-4. Failed: Room GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-4. Failed: Meal GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-4. Failed: Hotel Destination does not exist...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-5. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-5. Error: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-5. Warning: City does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-5. Failed: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-5. Failed: Room GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-5. Failed: Meal GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-5. Failed: Hotel Destination does not exist...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-6. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-6. Error: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-6. Warning: City does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-6. Failed: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-6. Failed: Room GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-6. Failed: Meal GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-6. Failed: Hotel Destination does not exist...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-7. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-7. Error: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-7. Warning: City does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-7. Failed: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-7. Failed: Room GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-7. Failed: Meal GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-7. Failed: Hotel Destination does not exist...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-8. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-8. Error: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-8. Warning: City does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-8. Failed: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-8. Failed: Room GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-8. Failed: Meal GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-8. Failed: Hotel Destination does not exist...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-9. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-9. Error: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-9. Warning: City does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-9. Failed: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-9. Failed: Room GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-9. Failed: Meal GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-9. Failed: Hotel Destination does not exist...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-10. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-10. Error: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-10. Warning: City does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-10. Failed: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-10. Failed: Room GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-10. Failed: Meal GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-10. Failed: Hotel Destination does not exist...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-11. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-11. Error: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-11. Warning: City does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-11. Failed: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-11. Failed: Room GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-11. Failed: Meal GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-11. Failed: Hotel Destination does not exist...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-12. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-12. Error: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-12. Warning: City does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-12. Failed: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-12. Failed: Room GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-12. Failed: Meal GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-12. Failed: Hotel Destination does not exist...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-13. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-13. Error: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-13. Warning: City does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-13. Failed: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-13. Failed: Room GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-13. Failed: Meal GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-13. Failed: Hotel Destination does not exist...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-14. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-14. Error: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-14. Warning: City does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-14. Failed: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-14. Failed: Room GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-14. Failed: Meal GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-14. Failed: Hotel Destination does not exist...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-15. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-15. Error: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-15. Warning: City does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-15. Failed: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-15. Failed: Room GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-15. Failed: Meal GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-15. Failed: Hotel Destination does not exist...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-16. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-16. Error: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-16. Warning: City does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-16. Failed: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-16. Failed: Room GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-16. Failed: Meal GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-16. Failed: Hotel Destination does not exist...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-17. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-17. Error: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-17. Warning: City does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-17. Failed: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-17. Failed: Room GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-17. Failed: Meal GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-17. Failed: Hotel Destination does not exist...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-18. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-18. Error: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-18. Warning: City does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-18. Failed: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-18. Failed: Room GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-18. Failed: Meal GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-18. Failed: Hotel Destination does not exist...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-19. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-19. Error: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-19. Warning: City does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-19. Failed: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-19. Failed: Room GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-19. Failed: Meal GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-19. Failed: Hotel Destination does not exist...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-20. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-20. Error: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-20. Warning: City does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-20. Failed: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-20. Failed: Room GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-20. Failed: Meal GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-20. Failed: Hotel Destination does not exist...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-21. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-21. Error: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-21. Warning: City does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-21. Failed: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-21. Failed: Room GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-21. Failed: Meal GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-21. Failed: Hotel Destination does not exist...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-22. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-22. Error: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-22. Warning: City does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-22. Failed: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-22. Failed: Room GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-22. Failed: Meal GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-22. Failed: Hotel Destination does not exist...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-23. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-23. Error: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-23. Warning: City does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-23. Failed: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-23. Failed: Room GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-23. Failed: Meal GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-23. Failed: Hotel Destination does not exist...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-24. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-24. Error: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-24. Warning: City does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-24. Failed: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-24. Failed: Room GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-24. Failed: Meal GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-24. Failed: Hotel Destination does not exist...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-25. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-25. Error: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-25. Warning: City does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-25. Failed: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-25. Failed: Room GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-25. Failed: Meal GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-25. Failed: Hotel Destination does not exist...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-26. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-26. Error: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-26. Warning: City does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-26. Failed: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-26. Failed: Room GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-26. Failed: Meal GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-26. Failed: Hotel Destination does not exist...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-27. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-27. Error: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-27. Warning: City does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-27. Failed: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-27. Failed: Room GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-27. Failed: Meal GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-27. Failed: Hotel Destination does not exist...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-28. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-28. Error: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-28. Warning: City does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-28. Failed: Destination does not exits...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-28. Failed: Room GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-28. Failed: Meal GST is not valid...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-28. Failed: Hotel Destination does not exist...! - 28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Total Records List. - 28 - Success Entry(0), Failed Entry(28), Updated Entry(0)_28-11-2023 12:13pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
